Loyalty_Card,Implied_Gender,Residence_Type,Age,Discount_Prg,Celebrated_Valentines,Pregnancy_Test,Birth_Control,Feminine_Hygiene,ThanksGiving_Shopping,Number_Shopping_trips,Folic_Acid,Prenatal_Vitamins,Prenatal_Yoga,Body_Pillow,Ginger_Ale,Nausea_tablets,Stopped_buying_ciggies,Cigarettes,Smoking_Cessation,Stopped_buying_wine,Wine,Maternity_Clothes,PREGNANT
WalG838503,Female,Home,58,Yes,Yes,Yes,Yes,No,Yes,65,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838503,Male,PO Box,54,Yes,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838504,Female,Apartment,47,Yes,Yes,Yes,Yes,Yes,Yes,46,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838504,Female,Apartment,41,Yes,No,Yes,Yes,Yes,Yes,40,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
WalG838505,Female,Apartment,55,Yes,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838507,Male,Home,44,Yes,Yes,Yes,Yes,Yes,Yes,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838508,Male,Home,38,Yes,Yes,Yes,No,Yes,Yes,91,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838509,Unknown,Apartment,26,Yes,Yes,Yes,Yes,Yes,Yes,81,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
WalG838520,Female,Home,74,Yes,Yes,Yes,Yes,Yes,Yes,38,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838522,Unknown,Home,56,Yes,Yes,Yes,Yes,Yes,Yes,33,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838523,Female,Apartment,78,Yes,Yes,Yes,Yes,Yes,Yes,64,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838523,Male,Apartment,61,Yes,Yes,Yes,Yes,Yes,Yes,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
WalG838524,Male,Home,64,Yes,Yes,Yes,No,Yes,Yes,32,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838524,Unknown,Apartment,78,Yes,Yes,Yes,No,Yes,Yes,77,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838525,Female,Apartment,22,Yes,Yes,Yes,Yes,No,Yes,31,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838527,Male,Home,73,Yes,No,Yes,No,Yes,Yes,57,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
WalG838528,Male,Apartment,38,Yes,Yes,No,Yes,Yes,Yes,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
WalG838529,Female,Apartment,70,Yes,Yes,No,No,Yes,Yes,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838530,Male,Home,48,Yes,Yes,Yes,Yes,No,Yes,50,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838530,Female,Apartment,57,Yes,Yes,Yes,Yes,Yes,Yes,62,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838532,Male,Home,66,Yes,Yes,Yes,No,Yes,Yes,40,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838532,Male,Home,49,Yes,Yes,Yes,Yes,Yes,Yes,87,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
WalG838533,Male,Home,65,Yes,Yes,Yes,No,Yes,Yes,58,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838533,Male,Apartment,60,Yes,Yes,Yes,Yes,Yes,Yes,85,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
WalG838533,Female,Home,61,Yes,Yes,Yes,Yes,Yes,Yes,67,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838533,Female,Home,60,Yes,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838534,Female,Home,50,Yes,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
WalG838534,Male,Home,64,No,Yes,Yes,Yes,Yes,Yes,70,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
WalG838534,Female,Home,46,No,Yes,Yes,Yes,Yes,Yes,48,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
WalG838534,Female,Home,52,Yes,Yes,Yes,No,Yes,Yes,98,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838535,Female,Home,44,Yes,Yes,Yes,Yes,Yes,Yes,94,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838535,Unknown,Home,60,Yes,Yes,Yes,No,No,Yes,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838537,Male,Home,68,Yes,Yes,Yes,Yes,Yes,Yes,55,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838537,Male,PO Box,72,Yes,Yes,Yes,Yes,Yes,Yes,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838538,Male,Home,27,Yes,Yes,Yes,Yes,Yes,Yes,49,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838538,Female,Home,68,Yes,Yes,Yes,Yes,Yes,Yes,50,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838538,Unknown,Home,40,Yes,Yes,Yes,Yes,Yes,Yes,77,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838538,Male,Home,47,Yes,Yes,Yes,Yes,Yes,Yes,42,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838538,Male,Apartment,45,Yes,Yes,Yes,Yes,Yes,Yes,35,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
WalG838538,Unknown,Home,66,No,Yes,Yes,No,Yes,Yes,53,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
WalG838539,Male,Apartment,45,Yes,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838539,Unknown,Apartment,69,Yes,Yes,Yes,Yes,Yes,Yes,46,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
WalG838540,Male,Apartment,73,Yes,Yes,Yes,Yes,Yes,Yes,85,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838540,Female,Apartment,73,Yes,Yes,Yes,No,Yes,Yes,55,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838542,Female,PO Box,55,Yes,Yes,Yes,No,Yes,Yes,64,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
WalG838542,Male,Apartment,48,Yes,Yes,Yes,Yes,Yes,Yes,49,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838543,Female,Apartment,25,Yes,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838543,Male,PO Box,37,Yes,Yes,Yes,No,Yes,Yes,31,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838543,Male,Apartment,50,Yes,Yes,Yes,Yes,Yes,Yes,102,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838543,Unknown,Apartment,77,Yes,Yes,Yes,Yes,No,Yes,37,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838545,Female,Home,59,Yes,Yes,Yes,Yes,No,Yes,38,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
WalG838545,Female,Home,23,Yes,Yes,Yes,No,No,Yes,81,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838547,Female,Home,38,No,Yes,Yes,Yes,Yes,Yes,41,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
WalG838547,Female,Home,52,Yes,Yes,Yes,Yes,Yes,Yes,96,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838548,Female,Apartment,43,Yes,Yes,Yes,Yes,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838548,Female,Home,61,Yes,Yes,Yes,Yes,No,Yes,35,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838549,Female,Home,70,Yes,Yes,Yes,Yes,Yes,Yes,56,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838549,Male,Home,69,Yes,No,Yes,No,Yes,Yes,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
WalG838550,Female,Home,66,No,Yes,Yes,Yes,Yes,Yes,104,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
WalG838552,Female,Home,25,Yes,Yes,Yes,Yes,Yes,Yes,104,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
WalG838553,Male,Home,29,Yes,Yes,Yes,No,Yes,Yes,96,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838553,Male,Apartment,31,Yes,Yes,Yes,Yes,Yes,Yes,90,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838554,Male,Home,31,No,Yes,Yes,Yes,Yes,Yes,40,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
WalG838554,Female,Home,70,Yes,Yes,Yes,No,Yes,Yes,74,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838555,Male,Apartment,54,Yes,Yes,Yes,No,Yes,Yes,102,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838557,Male,Apartment,45,Yes,Yes,Yes,Yes,Yes,Yes,91,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838558,Male,Home,44,Yes,Yes,Yes,Yes,Yes,Yes,83,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838559,Female,Home,28,Yes,Yes,Yes,Yes,Yes,Yes,101,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838570,Male,Apartment,75,Yes,Yes,Yes,No,Yes,Yes,63,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
WalG838572,Male,Home,43,Yes,Yes,Yes,Yes,No,Yes,58,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838573,Unknown,Home,36,Yes,Yes,Yes,Yes,Yes,Yes,83,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838573,Female,Home,36,Yes,Yes,Yes,Yes,Yes,Yes,78,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838574,Unknown,PO Box,75,Yes,Yes,Yes,Yes,Yes,No,102,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838574,Female,Apartment,47,Yes,Yes,Yes,No,No,Yes,84,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838575,Female,Apartment,47,Yes,Yes,Yes,Yes,Yes,Yes,40,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838577,Female,Home,40,Yes,Yes,Yes,Yes,Yes,Yes,73,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838578,Male,Home,35,Yes,No,Yes,Yes,No,Yes,73,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
WalG838579,Male,Apartment,46,Yes,Yes,Yes,Yes,No,Yes,79,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
WalG838580,Male,Apartment,62,Yes,Yes,Yes,No,Yes,Yes,28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838582,Female,Home,37,Yes,Yes,Yes,Yes,Yes,Yes,101,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838583,Female,Apartment,51,Yes,Yes,Yes,Yes,No,Yes,43,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838583,Male,Home,35,No,No,Yes,Yes,Yes,Yes,102,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
WalG838584,Female,Apartment,63,Yes,Yes,Yes,Yes,Yes,Yes,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
WalG838584,Female,Home,53,Yes,Yes,Yes,Yes,Yes,Yes,37,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838585,Male,Apartment,39,Yes,Yes,Yes,Yes,Yes,Yes,98,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838587,Male,Home,68,Yes,No,Yes,Yes,Yes,Yes,104,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
WalG838588,Female,Apartment,50,Yes,Yes,Yes,Yes,Yes,Yes,82,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838589,Female,Apartment,40,Yes,Yes,Yes,Yes,Yes,Yes,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
WalG838590,Male,Apartment,71,Yes,Yes,No,Yes,Yes,Yes,68,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838592,Female,Apartment,42,Yes,Yes,Yes,No,Yes,Yes,73,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838593,Female,Apartment,31,Yes,Yes,Yes,Yes,Yes,Yes,39,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
WalG838593,Female,Apartment,53,Yes,No,Yes,Yes,Yes,Yes,44,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
WalG838594,Female,Apartment,25,Yes,Yes,Yes,Yes,Yes,Yes,69,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
WalG838594,Female,Home,29,Yes,Yes,Yes,Yes,Yes,Yes,94,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838595,Female,Apartment,66,Yes,Yes,Yes,Yes,Yes,Yes,28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838597,Female,Home,78,Yes,Yes,Yes,Yes,Yes,Yes,38,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838598,Male,Home,27,Yes,Yes,Yes,Yes,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
WalG838599,Female,Home,36,Yes,Yes,Yes,No,Yes,Yes,54,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838700,Female,Apartment,24,Yes,Yes,Yes,Yes,No,Yes,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838702,Male,PO Box,75,Yes,Yes,Yes,Yes,No,Yes,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
WalG838703,Female,Home,43,Yes,Yes,Yes,Yes,No,Yes,54,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838703,Female,Apartment,58,Yes,Yes,Yes,Yes,Yes,Yes,49,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838704,Male,Home,61,Yes,Yes,Yes,Yes,Yes,Yes,48,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
WalG838704,Male,Apartment,58,Yes,Yes,Yes,No,Yes,Yes,64,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
WalG838705,Male,Home,28,Yes,Yes,Yes,Yes,Yes,Yes,102,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838707,Female,Home,77,Yes,Yes,Yes,Yes,Yes,Yes,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838708,Male,Home,64,Yes,Yes,Yes,Yes,Yes,Yes,89,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838709,Unknown,Apartment,23,Yes,Yes,Yes,Yes,Yes,Yes,33,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838720,Female,Home,64,Yes,Yes,Yes,Yes,Yes,Yes,57,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
WalG838722,Male,Apartment,29,Yes,Yes,Yes,No,Yes,No,83,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838723,Female,Home,46,Yes,Yes,Yes,Yes,No,Yes,79,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838723,Unknown,PO Box,39,Yes,Yes,Yes,No,No,No,90,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
WalG838724,Unknown,Home,53,Yes,Yes,Yes,Yes,Yes,Yes,37,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838724,Female,Home,78,Yes,Yes,Yes,Yes,No,Yes,45,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838725,Female,Home,59,Yes,Yes,Yes,Yes,Yes,Yes,82,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838727,Female,Apartment,68,Yes,Yes,Yes,Yes,Yes,Yes,87,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838728,Male,Apartment,57,Yes,Yes,Yes,Yes,Yes,Yes,38,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838729,Female,Home,43,Yes,Yes,Yes,Yes,No,Yes,60,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838730,Unknown,Home,41,Yes,Yes,Yes,Yes,Yes,Yes,54,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838730,Unknown,Home,23,Yes,Yes,Yes,Yes,Yes,Yes,90,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838732,Male,Apartment,57,No,No,Yes,No,No,Yes,53,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
WalG838732,Male,Home,30,Yes,Yes,Yes,Yes,Yes,Yes,62,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
WalG838733,Male,Home,46,No,No,Yes,No,No,Yes,85,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
WalG838733,Female,Apartment,78,No,Yes,Yes,Yes,Yes,Yes,33,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
WalG838733,Female,PO Box,24,Yes,Yes,Yes,No,Yes,Yes,34,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
WalG838733,Female,Apartment,24,Yes,No,Yes,Yes,Yes,Yes,79,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
WalG838734,Male,Home,34,No,No,Yes,No,No,No,46,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes
WalG838734,Female,Apartment,68,No,No,No,No,No,No,32,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes
WalG838734,Male,PO Box,71,Yes,Yes,Yes,Yes,Yes,Yes,44,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838734,Female,Apartment,36,Yes,Yes,Yes,Yes,Yes,Yes,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838735,Unknown,Home,26,No,No,No,No,No,No,43,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
WalG838735,Male,Apartment,36,Yes,Yes,Yes,Yes,Yes,Yes,99,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
WalG838737,Female,Home,51,Yes,No,No,No,No,Yes,89,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes
WalG838737,Male,Apartment,52,Yes,Yes,Yes,Yes,Yes,Yes,73,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838738,Male,Home,45,No,No,No,Yes,No,Yes,50,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes
WalG838738,Female,Home,23,Yes,No,No,No,No,No,69,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes
WalG838738,Male,Apartment,73,Yes,Yes,No,No,No,Yes,81,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes
WalG838738,Male,Home,53,No,No,No,No,No,No,28,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes
WalG838738,Female,Apartment,22,Yes,No,No,No,No,No,57,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes
WalG838738,Female,Apartment,33,Yes,Yes,Yes,Yes,Yes,Yes,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WalG838739,Female,Home,39,No,Yes,No,No,No,No,96,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes
WalG838739,Male,Home,42,Yes,Yes,Yes,Yes,Yes,Yes,82,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
WalG838740,Female,Home,63,No,No,No,No,No,No,70,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
WalG838740,Male,Apartment,64,No,No,No,No,No,No,91,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes
WalG838742,Female,Home,28,No,No,No,No,No,No,49,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
WalG838742,Female,Apartment,38,No,No,Yes,No,No,No,64,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes
WalG838743,Female,Home,22,No,Yes,No,No,No,Yes,50,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes
WalG838743,Female,Apartment,60,No,No,No,No,No,No,87,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes
WalG838743,Female,Apartment,42,No,No,No,No,No,No,52,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG838743,Female,Apartment,78,No,No,No,No,No,No,70,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes
WalG838745,Unknown,Apartment,40,No,No,No,No,No,No,48,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes
WalG838745,Unknown,Apartment,45,No,Yes,No,No,No,No,30,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
WalG838747,Male,Home,28,No,No,No,No,No,No,70,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes
WalG838747,Male,Home,45,No,No,No,No,No,No,27,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG838748,Male,PO Box,70,Yes,No,No,No,No,No,87,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
WalG838748,Male,Home,32,No,Yes,Yes,No,No,No,68,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes
WalG838749,Female,Home,42,Yes,No,No,No,No,No,65,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes
WalG838749,Male,Apartment,22,No,No,No,No,No,No,75,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG838750,Male,Apartment,44,Yes,No,No,No,No,No,87,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
WalG838752,Male,Apartment,78,No,No,No,No,Yes,No,30,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG838753,Female,Home,51,No,Yes,Yes,Yes,No,Yes,99,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes
